TC9,TC8,TC7,TC6,TC5,TC4,TC3,TC2,TC1,TCi,TCe
51.2175293,51.9239883,52.5691071,52.719841,52.0195198,50.9155083,48.859375,46.4855423,44.1761932,24.7469826,33.5396004
51.4428558,52.1582985,52.7765846,52.9132652,52.195694,51.1228371,49.0271606,46.6139679,44.3192215,24.7613106,35.1089745
50.9507942,51.4986839,52.1496124,52.1902962,51.3304749,50.0921326,47.7382889,45.4426498,43.2707481,24.7566395,37.8304482
49.9652939,50.4093704,51.1351547,51.1611633,50.1340561,48.6590958,46.1437531,43.8625107,41.9748611,24.7493439,38.4814415
49.0670013,49.4696922,50.2278557,50.2091599,49.0580025,47.4002724,44.7795486,42.5156059,40.9695129,24.7390251,38.8359947
48.2775002,48.616703,49.3980751,49.3618851,48.0840225,46.296566,43.5986519,41.3985901,40.1549873,24.7296906,38.9811287
47.6065521,47.8904114,48.6752243,48.5990295,47.2325706,45.3567047,42.6322136,40.5052147,39.508194,24.7326889,39.1386833
47.0440254,47.2117805,47.9887772,47.8823853,46.4534035,44.5089264,41.7557297,39.7050018,38.8533287,24.7290974,39.152668
46.4763412,46.6106606,47.3725471,47.2230415,45.7288437,43.7520981,41.0029259,39.0172234,38.264164,24.7126999,39.1102333
45.95644,46.0718384,46.8077927,46.6285515,45.1062126,43.0899582,40.3527145,38.40905,37.7952385,24.7052708,39.0835762
45.4839287,45.5693054,46.2904243,46.0871315,44.5039101,42.4953346,39.7616425,37.8833008,37.3736229,24.701889,39.0187454
45.1572037,45.1171646,45.8193626,45.5658226,43.9784241,41.9555397,39.2459183,37.4161568,36.9892082,24.6871319,38.9569817
44.7143402,44.683918,45.3708305,45.1145058,43.4838791,41.4670143,38.7919273,37.0176048,36.6779671,24.6739922,38.9056168
44.419651,44.3049126,44.9612961,44.6770515,43.058651,41.0530014,38.4048042,36.6728516,36.3914223,24.6789207,38.8697586
43.9229088,43.9431839,44.5880013,44.2874298,42.6643143,40.6763153,38.0571289,36.3887863,36.1691132,24.6771832,38.8270798
43.9778709,43.625988,44.2475128,43.9267998,42.2930183,40.3300209,37.7551994,36.1213531,35.9227371,24.6658802,38.7431374
43.7910194,43.3167076,43.9225578,43.599678,41.963253,40.0044937,37.4709435,35.8762703,35.6664276,24.665884,38.6604767
43.5730858,43.039444,43.6263008,43.2714195,41.6579628,39.725338,37.2172813,35.6467552,35.456234,24.6788006,38.6054611
43.3333549,42.7598076,43.3412209,42.9911461,41.3614044,39.4608879,36.9855766,35.436264,35.2663078,24.6462727,38.5490685
43.0803299,42.5257721,43.0765457,42.7100296,41.1029968,39.2171059,36.7828064,35.2681274,35.1143951,24.6592064,38.5074806
42.856678,42.2872849,42.8345985,42.4594307,40.8572731,39.0119514,36.6040115,35.1304512,34.9521675,24.6425362,38.4982796
42.6189804,42.0684776,42.5902252,42.2145882,40.6294441,38.8081245,36.419014,34.9729462,34.8216057,24.6523418,38.4311256
42.4093704,41.8512077,42.3646278,41.9889221,40.400238,38.5982628,36.2310143,34.8012695,34.6467667,24.6444206,38.3286667
42.1756783,41.6231117,42.1282349,41.7381516,40.1705322,38.3784027,36.0339813,34.6171303,34.4599915,24.637188,38.2657394
41.9571037,41.4176521,41.9067917,41.5130005,39.94561,38.1683655,35.8615532,34.4471588,34.2714233,24.6297817,38.1954041
41.7632065,41.2335434,41.7025604,41.3172188,39.7541008,38.0095901,35.7096977,34.312542,34.1372681,24.627285,38.1474571
41.5773659,41.0404739,41.5075493,41.1221237,39.5587578,37.8377609,35.545105,34.1646042,33.9878693,24.6408367,38.0971642
41.3991203,40.8498344,41.3262749,40.925705,39.3846397,37.663372,35.4235115,34.0370331,33.8751793,24.6077366,38.0437698
41.2055511,40.6861992,41.1337547,40.7443428,39.2044601,37.5195007,35.2840157,33.9288025,33.7551575,24.616066,37.996727
41.0562782,40.5241013,40.9702148,40.5714569,39.037693,37.3584518,35.1517792,33.8108482,33.6420059,24.6191769,37.9005089
40.8792953,40.3610954,40.8011131,40.3995132,38.8770142,37.221035,35.0342331,33.6999855,33.5180244,24.6166534,37.8653145
40.7230797,40.1999092,40.6338387,40.2342186,38.7322769,37.0938911,34.9212761,33.5976067,33.4344711,24.6082859,37.798214
40.5541306,40.0521393,40.4802704,40.0872231,38.5802116,36.9739189,34.8177185,33.5019226,33.3121109,24.611372,37.7558899
40.396553,39.9107018,40.3312263,39.928196,38.4246292,36.836441,34.7012367,33.4016418,33.2012291,24.6011143,37.6730537
40.2162514,39.7659721,40.1726341,39.7717743,38.2853889,36.6955719,34.5735512,33.270607,33.0736504,24.5947666,37.5751076
40.0383682,39.6228752,40.0187225,39.6201324,38.1459274,36.5682564,34.4575691,33.1571503,32.9535675,24.5966091,37.555027
39.8821297,39.4852409,39.8778343,39.4826965,38.0090332,36.476017,34.3862648,33.099247,32.8969383,24.5915432,37.5224457
39.7397881,39.3635063,39.7541428,39.3573189,37.9109955,36.3719177,34.3129616,33.0377884,32.8194618,24.58074,37.4938774
39.6223679,39.2481308,39.63797,39.2268867,37.7936249,36.2646179,34.2307549,32.9877014,32.7597466,24.5895672,37.4396591
39.4848289,39.1245651,39.497921,39.0999718,37.6677246,36.1637878,34.1430016,32.9034843,32.6662598,24.5770683,37.36446
39.3514061,38.9894829,39.3643494,38.9670982,37.5438042,36.0595474,34.0392036,32.8000183,32.5685425,24.5774384,37.3339691
39.2366562,38.8765221,39.2546997,38.8641319,37.4407768,35.9596291,33.9605446,32.734581,32.5125237,24.5681095,37.3055916
39.1388779,38.7649956,39.129776,38.742363,37.338047,35.8830528,33.8961601,32.6814079,32.4670486,24.5795116,37.2569389
39.0299644,38.6592026,39.0048981,38.6276283,37.222641,35.7817917,33.8264732,32.6088867,32.3842888,24.5690346,37.2120705
38.9240456,38.538105,38.8984718,38.4984589,37.1132698,35.6757927,33.7302017,32.5195236,32.2797394,24.5482502,37.1590996
38.8307686,38.4385376,38.7819557,38.4083824,37.0171318,35.5989037,33.6680565,32.4742775,32.2219696,24.5551319,37.1027603
38.7286491,38.3434639,38.6807899,38.2926979,36.9247475,35.5114021,33.5823708,32.4026527,32.1585617,24.5669899,37.0512962
38.6205215,38.2305412,38.5719566,38.1916351,36.8204117,35.4217758,33.5088501,32.3190384,32.0617828,24.5553513,37.0014229
38.5379906,38.1381226,38.474102,38.0934486,36.7357788,35.3351212,33.438549,32.2657814,32.0276108,24.5686951,36.9620018
38.4254417,38.0259895,38.357872,37.9782715,36.6208229,35.2459145,33.3527069,32.1873016,31.9325428,24.5373688,36.8633842
38.3072052,37.9091911,38.2519836,37.8746071,36.527565,35.1628342,33.2641563,32.1028862,31.8310623,24.5460625,36.8231697
38.2092896,37.8066483,38.1313438,37.7681046,36.4126358,35.0494308,33.1615868,31.9888535,31.7274303,24.5370655,36.7503738
38.094429,37.7076874,38.0298347,37.6554489,36.3194199,34.9633522,33.102726,31.9318619,31.687685,24.5218716,36.7185707
37.9971275,37.6077766,37.9316635,37.5618973,36.240078,34.8913956,33.0342636,31.878212,31.6441288,24.5212517,36.675396
37.8908882,37.520443,37.8468246,37.4697456,36.1506615,34.82164,32.9906425,31.8269405,31.5998421,24.520504,36.64291
37.7957535,37.4341927,37.7457962,37.3786545,36.0704689,34.7324295,32.8988838,31.7556744,31.5120811,24.5129414,36.571167
37.677803,37.3278809,37.6483498,37.2888756,35.9764023,34.6566811,32.8198471,31.6945534,31.4450836,24.5023479,36.5543976
37.5821037,37.2459221,37.5601578,37.1921692,35.8860512,34.5767174,32.7692566,31.6492367,31.3957386,24.5021858,36.5030785
37.4851189,37.1663971,37.4691849,37.1012383,35.8153305,34.5106354,32.7214012,31.5935059,31.3529568,24.498188,36.4733696
37.390892,37.0746689,37.3790627,37.0122223,35.727066,34.4378395,32.6452866,31.5306702,31.2593803,24.4912872,36.4248543
37.2907944,36.9844551,37.2905769,36.9402428,35.6537514,34.364254,32.5862236,31.4725285,31.2106838,24.4977131,36.3666077
37.1945229,36.9064903,37.2053909,36.8526039,35.5782814,34.2943382,32.5299225,31.425272,31.1539154,24.4845753,36.3593597
37.1002235,36.8217201,37.1291389,36.7588844,35.4955978,34.2381401,32.4818153,31.3885384,31.1392231,24.4836216,36.3364067
37.0241966,36.7463531,37.0506325,36.6900749,35.4314346,34.1858864,32.4402542,31.3656006,31.1066952,24.4757805,36.2893219
36.9473763,36.6837158,36.9741096,36.6336327,35.3724518,34.1405144,32.4107742,31.3274498,31.0680389,24.4806213,36.2593956
36.8605576,36.6031952,36.9093895,36.5508537,35.3115196,34.0723572,32.3499756,31.2778473,31.0285645,24.4795837,36.218483
36.8030319,36.5223045,36.8377113,36.4699135,35.2497635,34.0176315,32.3039589,31.241787,30.9776268,24.4675026,36.181839
36.7333755,36.4598198,36.7529793,36.4116402,35.1830292,33.963707,32.2638283,31.2077694,30.9369335,24.4542027,36.1740227
36.6832924,36.3898849,36.6847458,36.3374367,35.121933,33.9175568,32.2313652,31.1753616,30.9113789,24.4651394,36.1504593
36.6222572,36.3331413,36.6272087,36.2972755,35.079792,33.8863525,32.2137375,31.157156,30.9012203,24.4561081,36.1347237
36.5653419,36.2776985,36.5691452,36.2432175,35.0287056,33.8411522,32.1857605,31.1511822,30.884716,24.4485989,36.1127357
36.4965324,36.2043533,36.505558,36.1700516,34.9724655,33.7999496,32.1553116,31.1176815,30.8404598,24.4539165,36.0937805
36.4470825,36.1567345,36.4424515,36.1098022,34.9159698,33.7515945,32.1093979,31.0810661,30.800869,24.4380035,36.0552139
36.3931084,36.0999451,36.3788376,36.0625267,34.8813324,33.7189636,32.0897179,31.0608177,30.7833328,24.4392338,36.0657272
36.3427162,36.048027,36.3402939,36.0117378,34.8464622,33.6971703,32.0900002,31.0864449,30.811306,24.4392433,36.0698433
36.3022079,36.0062828,36.2876167,35.9678459,34.8096466,33.6703758,32.067852,31.0770206,30.7897549,24.4486675,36.0387421
36.2567787,35.9530373,36.245266,35.9256477,34.7712021,33.6474762,32.0479698,31.0524826,30.7723866,24.4416389,35.9854012
36.1998558,35.9041939,36.1956177,35.8707352,34.7244072,33.6123619,32.0223694,31.023283,30.7346172,24.4330406,35.9511681
36.1462784,35.8467598,36.1319008,35.8332977,34.6768112,33.5614281,31.98456,30.9788094,30.6933002,24.4309559,35.9441833
36.105938,35.7907562,36.0732765,35.7744942,34.6309128,33.5275078,31.9384327,30.9348774,30.6556816,24.4278488,35.9069862
36.056263,35.7326202,36.032917,35.7148399,34.5897026,33.4869194,31.9141254,30.9147606,30.626255,24.4290237,35.9012718
36.024044,35.6975937,35.9882469,35.6798096,34.5530052,33.4475212,31.8794384,30.8836689,30.6063423,24.4207211,35.8651352
35.972599,35.6411133,35.9271049,35.621212,34.4921265,33.3976669,31.8242378,30.8344154,30.545969,24.4145336,35.830101
35.9412422,35.5895081,35.8677483,35.5786781,34.4514694,33.3534775,31.7964439,30.8022652,30.5115452,24.3949165,35.8131638
35.9014511,35.5377274,35.8312569,35.5348053,34.4254303,33.3343697,31.7904854,30.8060875,30.5192852,24.4182835,35.8370171
35.8878365,35.5088005,35.809761,35.507328,34.4016762,33.3343353,31.805645,30.8539333,30.5651951,24.4205208,35.8804741
35.8641891,35.5006294,35.7768784,35.4933739,34.3858528,33.336853,31.8191662,30.855587,30.5812531,24.4252777,35.8496094
35.8330803,35.46315,35.749958,35.4625664,34.3718758,33.3214264,31.8181057,30.8833923,30.5813389,24.4271698,35.8429527
35.7990265,35.4172745,35.7164154,35.4305267,34.3435402,33.3183556,31.8150311,30.877964,30.5751228,24.4284267,35.8405113
35.763237,35.3951263,35.6786728,35.4055367,34.3207283,33.3005524,31.7966976,30.8632793,30.5513954,24.41996,35.825985
35.7351303,35.351223,35.6425896,35.3768959,34.299572,33.2767792,31.7844753,30.8495712,30.5455761,24.4021854,35.8055649
35.692585,35.3218155,35.6073112,35.3359795,34.2800751,33.2581711,31.7802773,30.8348007,30.528183,24.4131336,35.7798653
35.6590157,35.2992096,35.5769348,35.3158722,34.2461243,33.2357292,31.7553825,30.8106766,30.4991112,24.4088554,35.7879295
35.6388245,35.253315,35.5493584,35.2811279,34.2323265,33.2018471,31.727726,30.7997952,30.4890423,24.4174919,35.7628975
35.609951,35.2254562,35.5167656,35.2507477,34.2017975,33.1880608,31.7187729,30.7791519,30.4782372,24.4170074,35.7280884
35.5765266,35.1789818,35.465683,35.2077179,34.1590576,33.1485176,31.6767426,30.7425442,30.4213181,24.4034271,35.7232056
35.533905,35.1468544,35.4380226,35.1684799,34.1298981,33.1344604,31.6537037,30.7206764,30.410944,24.4109688,35.7202187
35.5196877,35.114933,35.4103165,35.1491051,34.1132088,33.1071968,31.6469898,30.72505,30.4171143,24.4014683,35.7015724
35.4953613,35.0888023,35.3804207,35.1260757,34.0790253,33.0725632,31.6258411,30.6834412,30.3813114,24.3982105,35.6931839
35.4649315,35.0565033,35.3362999,35.0866356,34.0566063,33.0514984,31.6098766,30.6831722,30.3670235,24.3945465,35.6978035
35.446003,35.0285416,35.3060913,35.0659904,34.0375557,33.0441284,31.5949955,30.6597672,30.3521481,24.3920727,35.6751404
35.4261894,35.0077133,35.2885475,35.043644,34.0178871,33.0234909,31.5984592,30.6769981,30.377697,24.4051666,35.6865997
35.3882141,34.974308,35.2591591,35.0161552,33.9878349,33.0073433,31.5667152,30.6465149,30.3470345,24.3879261,35.6411095
35.3578072,34.9402199,35.2229996,34.9797516,33.9541817,32.9739609,31.5315189,30.6075897,30.3067513,24.3925705,35.6147156
35.329277,34.9084244,35.1855316,34.9402695,33.919548,32.9371185,31.5009766,30.5758839,30.2686005,24.3812714,35.6027336
35.3025627,34.8780403,35.149353,34.9194412,33.9012413,32.9142494,31.4855499,30.559515,30.2679348,24.3570175,35.5963707
35.2774429,34.843235,35.1393661,34.8974648,33.8731079,32.8944778,31.4683266,30.5559387,30.2590103,24.3766766,35.5982513
35.2528572,34.8243179,35.1158142,34.8717499,33.8598976,32.8931503,31.4697399,30.5569077,30.2533188,24.3807163,35.591465
35.2386589,34.8021927,35.0971985,34.8603477,33.8505096,32.8813095,31.4661789,30.5690365,30.2716255,24.3884506,35.618679
35.2221565,34.7921028,35.0779457,34.8366623,33.8375626,32.8817444,31.4853668,30.5829086,30.2844257,24.3829212,35.582634
35.193737,34.7638702,35.0512009,34.8144035,33.7965279,32.84589,31.4388027,30.5351791,30.2274647,24.3662148,35.5478706
35.1651192,34.7349663,35.0100746,34.7798843,33.7853432,32.8130875,31.3934078,30.4996395,30.171957,24.3662148,35.5362587
35.1320267,34.6987686,34.9967995,34.7495422,33.753727,32.7898903,31.383646,30.4744244,30.1565208,24.347187,35.5102615
35.1124954,34.6706657,34.9574471,34.7249832,33.724575,32.7575035,31.3564262,30.440527,30.1052246,24.3554573,35.4891815
35.0927429,34.6425781,34.9417229,34.7035828,33.688015,32.736599,31.3407135,30.4277554,30.1079006,24.3513355,35.4835052
35.0651741,34.6076698,34.905468,34.669693,33.6750984,32.7200317,31.3170052,30.4154205,30.1162109,24.3543243,35.4957428
35.0443153,34.6116447,34.8890839,34.6554451,33.6594543,32.7125931,31.3080292,30.4178581,30.1280499,24.3608723,35.4910164
35.0309525,34.5861893,34.8645401,34.6359062,33.6453056,32.7121506,31.3149929,30.4263077,30.1390171,24.3419819,35.4893799
35.0169945,34.5581474,34.8380203,34.6240845,33.6355057,32.6940041,31.302948,30.4173546,30.1278992,24.3516636,35.4650078
34.9922409,34.5305634,34.8205376,34.5815544,33.6069298,32.6699448,31.261549,30.3741417,30.0705719,24.3524208,35.431015
34.9767265,34.5057373,34.7849007,34.5639343,33.5807419,32.64291,31.2485962,30.3683071,30.0652256,24.348341,35.4478989
34.9510918,34.4927597,34.7799377,34.5525284,33.5793228,32.6463509,31.2486553,30.3637161,30.0686741,24.3328876,35.4333076
34.9284286,34.4679985,34.7557755,34.5315742,33.5547981,32.6173553,31.232235,30.3453331,30.0340405,24.3375664,35.4170113
34.9153519,34.4637146,34.7339897,34.5172424,33.5429153,32.612957,31.2219887,30.3457642,30.0492306,24.3416233,35.4427147
34.9007683,34.4389229,34.7305412,34.501976,33.5313454,32.6047325,31.2289448,30.3574581,30.0486889,24.3187866,35.4303932
34.8798866,34.4248428,34.7123451,34.4809341,33.5294418,32.5964622,31.2299576,30.366848,30.0413952,24.3192253,35.4220505
34.8708534,34.4031982,34.6819305,34.4742546,33.5044212,32.5853157,31.2162285,30.3356457,30.0134964,24.3234634,35.4079056
34.8487167,34.3828545,34.6703568,34.4477386,33.4861641,32.5630875,31.1761951,30.306179,29.9945126,24.3195992,35.3914719
34.8268929,34.3664856,34.6529884,34.4389877,33.4633484,32.5386772,31.1676025,30.2872906,29.968996,24.30476,35.3624878
34.8177986,34.3477936,34.6310921,34.4089966,33.4569283,32.5338783,31.1629467,30.2716045,29.9655247,24.3070049,35.368103
34.7967644,34.3276062,34.6194115,34.4050903,33.4509659,32.5250206,31.1740398,30.298151,29.9801331,24.3106422,35.3912544
34.7922249,34.3312111,34.6137009,34.4028664,33.4480209,32.5401535,31.180584,30.3226528,30.0057411,24.3132191,35.4130287
34.7762184,34.3164253,34.6031036,34.3968391,33.4472389,32.538063,31.1993332,30.3318748,30.0284672,24.3131294,35.4283867
34.7846794,34.3114967,34.5912819,34.392765,33.4421768,32.5419273,31.2020473,30.3358135,30.0356445,24.3060551,35.4174995
34.7764359,34.3014259,34.5783539,34.3784599,33.4293785,32.5217819,31.1758766,30.3246994,29.9974289,24.2978191,35.4131508
34.7493134,34.2914429,34.5598183,34.3609772,33.4166718,32.5249519,31.1689415,30.3103848,29.9849472,24.2952805,35.3949699
34.7361679,34.2734413,34.5499344,34.3496971,33.408474,32.5071907,31.1605778,30.2886715,29.9775372,24.2841682,35.3928986
34.730381,34.2707787,34.5323334,34.3273277,33.3991241,32.490284,31.1370773,30.2771988,29.9486103,24.2950211,35.3855209
34.7124252,34.2319412,34.5146675,34.322567,33.3773193,32.4717789,31.1222572,30.2522774,29.9194145,24.2889786,35.3835983
34.7105103,34.2310638,34.5097427,34.3052864,33.3682518,32.4630585,31.1284332,30.2600174,29.9291096,24.287138,35.3904076
34.7025528,34.2322769,34.5067444,34.3116341,33.3859596,32.478508,31.1394463,30.2883949,29.9583263,24.2799187,35.4109459
34.7043304,34.2270432,34.5143318,34.3100891,33.3744354,32.4871063,31.1529369,30.3155727,29.9913559,24.2864952,35.4300613
34.710865,34.2236328,34.5061646,34.3081512,33.3731155,32.490406,31.1683598,30.3239899,29.9919662,24.2924938,35.4250641
34.6985054,34.2239952,34.4827957,34.3060684,33.3713608,32.4787521,31.1537781,30.3044167,29.9619675,24.2908859,35.4137497
34.6978035,34.2015724,34.4818649,34.2809067,33.3708611,32.4728355,31.1491432,30.2904186,29.9500656,24.2918491,35.4131584
34.6792297,34.1933899,34.4705849,34.2789917,33.3569183,32.4740295,31.1497879,30.2829494,29.9490128,24.2814388,35.4028893
34.6754646,34.1825676,34.4659615,34.2745399,33.3416672,32.4649811,31.1287613,30.2814903,29.943697,24.2797375,35.4013824
34.6758385,34.1826248,34.4522018,34.2670441,33.3493042,32.4665718,31.1434269,30.2794037,29.9596577,24.2888889,35.4146843
34.6851997,34.1730766,34.4713287,34.267067,33.360321,32.4749603,31.1484909,30.3001995,29.9595566,24.2759914,35.4246101
34.6744881,34.1726227,34.444706,34.2677689,33.3569221,32.4736557,31.1498966,30.2944088,29.9591427,24.281538,35.4282761
34.6802711,34.1651726,34.442276,34.2599487,33.3476791,32.4648323,31.1491032,30.2894669,29.9507694,24.287405,35.4114609
34.6789932,34.1637306,34.440136,34.257225,33.345417,32.4737053,31.1485462,30.2978725,29.9650402,24.2835846,35.4413414
34.6739998,34.1636581,34.4392929,34.2549438,33.3528366,32.4688263,31.1500874,30.2817898,29.9377956,24.2915688,35.4411316
34.6670036,34.1464157,34.4233665,34.2524872,33.3389931,32.454586,31.1290894,30.2617855,29.9191628,24.2724171,35.4179153
34.6632195,34.1415215,34.4229698,34.239933,33.331459,32.4472198,31.1319885,30.2573586,29.9032249,24.2688065,35.4074097
34.665699,34.1215858,34.3985939,34.2237396,33.3181839,32.437088,31.1088333,30.231884,29.8742981,24.2703571,35.397789
34.6659775,34.1268463,34.3971939,34.2312813,33.3174896,32.4461365,31.1157055,30.2387562,29.8942471,24.2703114,35.4326286
34.6590462,34.1276093,34.3913765,34.2226982,33.310051,32.4374161,31.1147823,30.2336426,29.9033928,24.2643318,35.4175034
34.6615639,34.1200676,34.3822861,34.2095222,33.310997,32.4352684,31.1163349,30.2473011,29.9103413,24.2686405,35.4312363
34.6452942,34.1125183,34.3782425,34.2096558,33.3135567,32.4458771,31.1246872,30.2478161,29.9107075,24.2651176,35.4185181
34.6565628,34.0951767,34.3670845,34.2073784,33.312149,32.4275627,31.1021614,30.2343197,29.8812256,24.265871,35.4057503
34.6364479,34.0964394,34.3723526,34.2062759,33.310379,32.4430122,31.1071682,30.2469254,29.9082069,24.2602425,35.4214363
34.6297493,34.0785255,34.3493767,34.1923637,33.3122063,32.4274902,31.0989037,30.2291336,29.8785648,24.2602024,35.3922424
34.6158638,34.0787773,34.3474159,34.1871071,33.2918205,32.4126549,31.0892925,30.2150726,29.8497162,24.2550182,35.4195824
34.6026154,34.0639839,34.3260918,34.170269,33.281662,32.4116516,31.0763931,30.1924839,29.8536472,24.2660751,35.3986511
34.5837479,34.052742,34.3128662,34.165123,33.2713661,32.3961945,31.0549698,30.1761112,29.8076744,24.2334652,35.3751259
34.5729675,34.0511703,34.3006973,34.1553879,33.2671509,32.3956337,31.0556698,30.1748791,29.8206139,24.2380581,35.3839073
34.5669708,34.040657,34.3035812,34.1487656,33.2581406,32.3884239,31.0531712,30.1800709,29.8224945,24.2519321,35.3713417
34.5555115,34.0318947,34.2944832,34.1509056,33.2697525,32.3901634,31.0478668,30.1720276,29.8187962,24.2561531,35.4042168
34.5543289,34.0319328,34.2893867,34.1429825,33.2782135,32.395916,31.0765686,30.204668,29.8343582,24.2608795,35.4260292
34.5454292,34.0211372,34.2997704,34.1506081,33.2860985,32.4209938,31.0963078,30.2184868,29.8718529,24.2566357,35.4349556
34.5360451,34.0301628,34.2873955,34.1466331,33.2900162,32.4192696,31.108984,30.2475262,29.8952141,24.26507,35.439846
34.5379524,34.0234337,34.2954369,34.1535149,33.2938919,32.4283218,31.1176109,30.2496395,29.8831024,24.2645302,35.4338379
34.5243263,34.0243034,34.2910843,34.154541,33.2911682,32.4341927,31.1238098,30.2684059,29.8864861,24.264679,35.4351425
34.526104,34.0238304,34.2896118,34.1702614,33.2920151,32.4386139,31.1333523,30.2592468,29.8934536,24.2548485,35.4337654
34.5118599,34.0092659,34.2801514,34.1495476,33.2993202,32.4264183,31.1231003,30.2645168,29.8813362,24.2518864,35.4133186
34.5120468,34.0112839,34.2870941,34.1586571,33.2899666,32.4449348,31.1358376,30.2531834,29.8845196,24.254612,35.4233284
34.492733,33.9901543,34.274353,34.140873,33.2852211,32.4230728,31.1043091,30.2417469,29.8500404,24.2483311,35.392086
34.4849586,33.9816933,34.258091,34.130703,33.270031,32.4055557,31.1000462,30.2200203,29.828146,24.2456627,35.3795967
34.4739914,33.9767342,34.2404022,34.0989952,33.2556648,32.3992271,31.0821533,30.205862,29.834938,24.2369957,35.3691254
34.4613457,33.9715729,34.2396622,34.1125221,33.251049,32.4088821,31.0728722,30.1965122,29.8162804,24.2546864,35.350872
34.4647942,33.9560928,34.2200737,34.0993118,33.2529678,32.3928146,31.0576305,30.1800632,29.8093853,24.2496662,35.3485336
34.4586983,33.9440384,34.2280693,34.0821571,33.2455635,32.3829384,31.0652771,30.1766758,29.8136482,24.2459316,35.3326912
34.4528236,33.9457932,34.219101,34.0853157,33.2267036,32.3753929,31.066494,30.1851845,29.8157425,24.2498951,35.3353424
34.4365921,33.9370499,34.2155876,34.0737762,33.2269287,32.3614922,31.0464897,30.1724586,29.8004475,24.240036,35.3273621
34.4388084,33.9319191,34.2098122,34.0632782,33.2216835,32.363575,31.0574017,30.180788,29.8075085,24.2544079,35.3105965
34.4216499,33.9262466,34.1937561,34.0734673,33.2075157,32.3534317,31.0317554,30.1500931,29.7919674,24.2322464,35.274826
